open_time,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,symbol
2021-12-11 01:00:00,3.353,3.645,3.314,3.613,439627,2021-12-12 00:59:59,1538234.409,5976,203039.4,713747.4506,TSLA
2021-12-12 01:00:00,3.61,3.685,3.497,3.668,299544.4,2021-12-13 00:59:59,1081357.5898,4842,161716.4,584987.3097,TSLA
2021-12-13 01:00:00,3.668,3.685,3.186,3.306,597224.1,2021-12-14 00:59:59,2044665.802,8402,262358.1,899014.8375,TSLA
2021-12-14 01:00:00,3.307,3.399,3.023,3.209,916281,2021-12-15 00:59:59,2955657.2432,10349,419025.5,1352745.8251,TSLA
2021-12-15 01:00:00,3.205,3.481,3.051,3.366,654691.3,2021-12-16 00:59:59,2117344.7572,10313,349279.5,1127563.0661,TSLA
2021-12-16 01:00:00,3.37,3.6,3.14,3.151,404023,2021-12-17 00:59:59,1348347.7505,6616,191675.9,641751.9884,TSLA
2021-12-17 01:00:00,3.15,3.366,3.012,3.097,490088,2021-12-18 00:59:59,1544296.9261,7878,249937.9,790348.2162,TSLA
2021-12-18 01:00:00,3.09,3.186,3.006,3.126,206292.9,2021-12-19 00:59:59,640626.9298,3573,94690.2,294209.3328,TSLA
2021-12-19 01:00:00,3.124,3.248,3.048,3.066,250336.3,2021-12-20 00:59:59,781371.2655,5087,122945.1,383822.5936,TSLA
2021-12-20 01:00:00,3.064,3.083,2.772,2.887,652417.2,2021-12-21 00:59:59,1902501.2688,9963,296490.8,866776.7038,TSLA
2021-12-21 01:00:00,2.887,3.167,2.875,2.97,1164820.9,2021-12-22 00:59:59,3526867.8714,11349,548885.2,1664788.6199,TSLA
2021-12-22 01:00:00,2.976,3.085,2.889,2.965,512179.2,2021-12-23 00:59:59,1518924.8278,7756,268194.5,795360.4476,TSLA
2021-12-23 01:00:00,2.965,3.2,2.914,3.159,374758.1,2021-12-24 00:59:59,1134671.5693,5151,203338.5,617694.1433,TSLA
2021-12-24 01:00:00,3.158,3.233,3.04,3.068,312961.1,2021-12-25 00:59:59,978797.0023,4567,145453.8,455928.2902,TSLA
2021-12-25 01:00:00,3.068,3.191,2.995,3.063,239866.2,2021-12-26 00:59:59,737402.1998,3593,132727.2,408905.8127,TSLA
2021-12-26 01:00:00,3.058,3.408,3.009,3.187,774193.6,2021-12-27 00:59:59,2496585.2522,12355,385114.3,1241249.8845,TSLA
2021-12-27 01:00:00,3.175,3.856,3.169,3.413,3632358.9,2021-12-28 00:59:59,13063670.5146,62483,1867516.7,6717805.2719,TSLA
2021-12-28 01:00:00,3.422,3.44,3.01,3.087,709334,2021-12-29 00:59:59,2283700.0138,10292,357750.9,1152086.1431,TSLA
2021-12-29 01:00:00,3.087,3.134,2.9,2.911,591230.2,2021-12-30 00:59:59,1795347.3705,7981,284405.6,867090.1036,TSLA
2021-12-30 01:00:00,2.909,3.161,2.816,3.082,1056060.5,2021-12-31 00:59:59,3145372.411,11609,450094.1,1340725.1079,TSLA
2021-12-31 01:00:00,3.084,3.143,2.881,2.968,544473.2,2022-01-01 00:59:59,1642437.2479,7692,289055.3,873071.1772,TSLA
2022-01-01 01:00:00,2.968,3.106,2.915,3.038,404753.6,2022-01-02 00:59:59,1217695.3284,6117,217365,653629.319,TSLA
2022-01-02 01:00:00,3.038,3.11,2.981,3.042,325109.5,2022-01-03 00:59:59,985806.012,4322,173243.7,526602.4171,TSLA
2022-01-03 01:00:00,3.042,3.11,2.907,2.96,400395.7,2022-01-04 00:59:59,1199447.7024,5220,202460.4,607308.5623,TSLA
2022-01-04 01:00:00,2.965,3.134,2.929,3.053,399889.4,2022-01-05 00:59:59,1209152.4534,5725,215471.4,652095.64,TSLA
2022-01-05 01:00:00,2.973,3.08,2.93,2.992,377692.8,2022-01-06 00:59:59,1142957.5001,4997,198975.7,602240.4647,TSLA
2022-01-06 01:00:00,2.73,2.783,2.633,2.741,119546.5,2022-01-07 00:59:59,325788.0123,2011,71870.4,195783.4859,TSLA
2022-01-07 01:00:00,2.786,2.818,2.547,2.685,429642.6,2022-01-08 00:59:59,1148203.2978,3910,236651.8,626669.5646,TSLA
2022-01-08 01:00:00,2.607,2.688,2.607,2.663,109879.2,2022-01-09 00:59:59,290169.0837,1196,69500.7,183775.8528,TSLA
2022-01-09 01:00:00,2.593,2.754,2.527,2.597,215503.7,2022-01-10 00:59:59,555602.9904,2143,127264.1,328017.1241,TSLA
2022-01-10 01:00:00,2.62,2.634,2.569,2.606,142870.2,2022-01-11 00:59:59,371547.2992,1161,90510.7,235386.5926,TSLA
2022-01-11 01:00:00,2.513,2.599,2.508,2.571,37850.5,2022-01-12 00:59:59,96814.3803,537,19820.6,50675.0083,TSLA
2022-01-12 01:00:00,2.588,2.591,2.506,2.546,102232.4,2022-01-13 00:59:59,259840.3106,1048,49768.1,126754.8835,TSLA
2022-01-13 01:00:00,2.653,2.663,2.617,2.621,72441.2,2022-01-14 00:59:59,190683.1399,783,40508,106620.21,TSLA
2022-01-14 01:00:00,2.467,2.51,2.444,2.494,226863.3,2022-01-15 00:59:59,560616.2601,1867,142180.2,351396.4084,TSLA
2022-01-15 01:00:00,2.463,2.538,2.447,2.533,133539.6,2022-01-16 00:59:59,333106.1148,1426,64822.2,161683.9028,TSLA
2022-01-16 01:00:00,2.552,2.553,2.462,2.487,495834.3,2022-01-17 00:59:59,1238961.5642,5467,207451.9,519446.6733,TSLA
2022-01-17 01:00:00,2.489,2.525,2.455,2.523,184106.1,2022-01-18 00:59:59,457814.6314,1903,100369.3,250042.6996,TSLA
2022-01-18 01:00:00,2.401,2.424,2.292,2.337,283683.9,2022-01-19 00:59:59,668110.8797,2701,124481.6,293334.1869,TSLA
2022-01-19 01:00:00,2.317,2.319,2.261,2.285,142632.7,2022-01-20 00:59:59,326377.6385,1473,72175.7,165400.3547,TSLA
2022-01-20 01:00:00,2.252,2.275,2.23,2.264,175577.2,2022-01-21 00:59:59,395530.8548,1671,92313.4,208218.6681,TSLA
2022-01-21 01:00:00,2.095,2.163,1.973,1.998,1149244.6,2022-01-22 00:59:59,2356773.6135,8999,563988,1159390.0209,TSLA
2022-01-22 01:00:00,1.944,1.953,1.766,1.774,569324.1,2022-01-23 00:59:59,1056169.3693,5084,315011.8,585895.311,TSLA
2022-01-23 01:00:00,1.846,1.978,1.839,1.962,194278.7,2022-01-24 00:59:59,371462.6481,2122,122011.3,233461.1636,TSLA
2022-01-24 01:00:00,1.938,1.938,1.793,1.812,178331.6,2022-01-25 00:59:59,329044.5543,1475,101539.5,187340.4338,TSLA
2022-01-25 01:00:00,1.806,1.818,1.73,1.753,111854.9,2022-01-26 00:59:59,198292.1672,882,72083.3,127879.3176,TSLA
2022-01-26 01:00:00,1.83,1.908,1.787,1.894,135971.8,2022-01-27 00:59:59,250620.1483,1064,75058.2,138093.8497,TSLA
2022-01-27 01:00:00,1.817,1.902,1.709,1.745,652363.5,2022-01-28 00:59:59,1162301.4433,4477,319452.8,571211.2781,TSLA
2022-01-28 01:00:00,1.738,1.774,1.693,1.759,179465.5,2022-01-29 00:59:59,312687.0914,997,86658.4,151227.3966,TSLA
2022-01-29 01:00:00,1.73,1.811,1.708,1.761,495118,2022-01-30 00:59:59,867669.1081,4300,261477.5,459657.2935,TSLA
2022-01-30 01:00:00,1.759,1.898,1.717,1.758,574933.6,2022-01-31 00:59:59,1025157.4044,4303,304612.3,544149.396,TSLA
2022-01-31 01:00:00,1.758,1.759,1.71,1.725,105888.5,2022-02-01 00:59:59,183222.8165,596,54917.4,95144.8488,TSLA
2022-02-01 01:00:00,1.794,1.912,1.782,1.868,230006.8,2022-02-02 00:59:59,426380.7147,1637,133857.6,248451.6764,TSLA
2022-02-02 01:00:00,1.903,1.999,1.896,1.921,256710,2022-02-03 00:59:59,499677.8204,2665,126653.6,246365.6837,TSLA
2022-02-03 01:00:00,1.766,1.794,1.75,1.777,160834.1,2022-02-04 00:59:59,285078.0469,1640,73084.5,129695.9419,TSLA
2022-02-04 01:00:00,1.808,1.886,1.803,1.872,144659.3,2022-02-05 00:59:59,268654.4957,1584,79883.9,148196.1354,TSLA
2022-02-05 01:00:00,1.98,2.041,1.955,1.994,275282.3,2022-02-06 00:59:59,549773.1971,2840,136878,273495.1382,TSLA
2022-02-06 01:00:00,2.005,2.046,1.982,2.007,205278.6,2022-02-07 00:59:59,413089.6154,2271,102813,207083.9779,TSLA
2022-02-07 01:00:00,2.028,2.121,1.973,2.117,169016.3,2022-02-08 00:59:59,342802.0436,1843,88842.7,180616.1643,TSLA
2022-02-08 01:00:00,2.156,2.251,2.136,2.202,180306.4,2022-02-09 00:59:59,395007.3015,1869,99736.3,218509.1395,TSLA
2022-02-09 01:00:00,2.048,2.067,1.995,2.065,120240.1,2022-02-10 00:59:59,244276.6586,1147,78093.6,158858.3996,TSLA
2022-02-10 01:00:00,2.152,2.165,2.083,2.083,61282.7,2022-02-11 00:59:59,129934.491,1193,30271.2,64170.7431,TSLA
2022-02-11 01:00:00,1.974,2.011,1.954,1.969,182562.5,2022-02-12 00:59:59,360993.8247,2041,108493.7,214639.1428,TSLA
2022-02-12 01:00:00,1.863,1.93,1.833,1.845,221202.3,2022-02-13 00:59:59,414078.5952,2759,111471.5,209278.6379,TSLA
2022-02-13 01:00:00,1.923,1.94,1.871,1.933,352321.2,2022-02-14 00:59:59,672515.0011,4685,170636,325730.0735,TSLA
2022-02-14 01:00:00,1.932,1.935,1.848,1.879,129841.8,2022-02-15 00:59:59,243863.1373,1470,42734.5,79795.7665,TSLA
2022-02-15 01:00:00,1.878,2.002,1.876,1.958,199627.3,2022-02-16 00:59:59,392337.0946,1808,127092.3,249640.4949,TSLA
2022-02-16 01:00:00,1.976,1.976,1.91,1.919,207110.3,2022-02-17 00:59:59,400760.5268,1948,97624.1,189076.2524,TSLA
2022-02-17 01:00:00,1.911,1.916,1.849,1.87,134418.5,2022-02-18 00:59:59,252703.3491,1430,56828.5,106854.2137,TSLA
2022-02-18 01:00:00,1.723,1.791,1.715,1.778,191775.1,2022-02-19 00:59:59,335480.8065,2102,130516.7,228251.1884,TSLA
2022-02-19 01:00:00,1.697,1.719,1.622,1.677,929082.7,2022-02-20 00:59:59,1544439.3082,7902,447437,745497.6902,TSLA
2022-02-20 01:00:00,1.677,1.677,1.549,1.581,1082596.2,2022-02-21 00:59:59,1716772.3479,8094,539474.7,856118.746,TSLA
2022-02-21 01:00:00,1.583,1.698,1.574,1.633,290208,2022-02-22 00:59:59,480579.2793,2342,180313.9,299031.8384,TSLA
2022-02-22 01:00:00,1.491,1.523,1.45,1.487,725898.3,2022-02-23 00:59:59,1076264.6242,4672,356805.3,529924.7738,TSLA
2022-02-23 01:00:00,1.573,1.62,1.568,1.617,97972,2022-02-24 00:59:59,155468.558,991,62953.8,99926.1841,TSLA
2022-02-24 01:00:00,1.554,1.594,1.303,1.383,1051182,2022-02-25 00:59:59,1495523.5335,8136,423192.7,605030.8757,TSLA
2022-02-25 01:00:00,1.596,1.667,1.576,1.6,186429.1,2022-02-26 00:59:59,301395.8246,1787,85274.4,138147.1228,TSLA
2022-02-26 01:00:00,1.709,1.788,1.653,1.718,332657.2,2022-02-27 00:59:59,567692.3564,3838,180708,308934.9462,TSLA
2022-02-27 01:00:00,1.676,1.795,1.617,1.723,1083139.7,2022-02-28 00:59:59,1843323.7996,9238,534546.6,908275.7386,TSLA
2022-02-28 01:00:00,1.629,1.675,1.584,1.599,172273.4,2022-03-01 00:59:59,280540.1672,1812,79704.1,130125.6064,TSLA
2022-03-01 01:00:00,1.794,1.855,1.758,1.771,475996.4,2022-03-02 00:59:59,854966.387,3863,226917.3,408792.443,TSLA
2022-03-02 01:00:00,1.846,1.94,1.79,1.902,2124289.7,2022-03-03 00:59:59,3939449.2684,17343,1074045.6,1991382.1894,TSLA
2022-03-03 01:00:00,1.791,1.807,1.727,1.741,889797.2,2022-03-04 00:59:59,1571448.2493,7696,448298.9,791464.901,TSLA
2022-03-04 01:00:00,1.712,1.731,1.644,1.69,131561.3,2022-03-05 00:59:59,220896.0636,1800,59158.4,99632.1548,TSLA
2022-03-05 01:00:00,1.636,1.67,1.594,1.642,64693.9,2022-03-06 00:59:59,105556.4396,1213,31365,51380.6,TSLA
2022-03-06 01:00:00,1.685,1.714,1.656,1.679,30456.1,2022-03-07 00:59:59,51241.1916,605,14510.4,24467.9299,TSLA
2022-03-07 01:00:00,1.586,1.592,1.511,1.525,284951.4,2022-03-08 00:59:59,437964.9517,2725,135517.7,208673.5394,TSLA
2022-03-08 01:00:00,1.486,1.524,1.479,1.501,139501.5,2022-03-09 00:59:59,208683.659,1465,65422.7,98253.352,TSLA
2022-03-09 01:00:00,1.509,1.682,1.491,1.563,562697.4,2022-03-10 00:59:59,893219.1329,4581,337024.3,536502.1862,TSLA
2022-03-10 01:00:00,1.605,1.607,1.525,1.543,74787.4,2022-03-11 00:59:59,116769.8344,1073,34442.8,53531.2952,TSLA
2022-03-11 01:00:00,1.564,1.593,1.521,1.562,103451.7,2022-03-12 00:59:59,159988.7519,1272,51670.7,80005.5491,TSLA
2022-03-12 01:00:00,1.537,1.642,1.531,1.592,262761.4,2022-03-13 00:59:59,418264.2787,3256,150381.7,239599.7141,TSLA
2022-03-13 01:00:00,1.591,1.7,1.571,1.653,494871.2,2022-03-14 00:59:59,818582.2127,5265,231508.7,382726.2528,TSLA
2022-03-14 01:00:00,1.571,1.615,1.564,1.586,82245.1,2022-03-15 00:59:59,130266.6892,1111,44629.4,70766.2775,TSLA
2022-03-15 01:00:00,1.569,1.624,1.566,1.58,72761.3,2022-03-16 00:59:59,115567.0458,640,51446,81802.6621,TSLA
2022-03-16 01:00:00,1.658,1.725,1.624,1.658,107660,2022-03-17 00:59:59,179141.0757,1487,47428.9,79244.339,TSLA
2022-03-17 01:00:00,1.694,1.718,1.68,1.701,50242.5,2022-03-18 00:59:59,85303.8293,811,28360.1,48202.7999,TSLA
2022-03-18 01:00:00,1.684,1.702,1.65,1.695,59676.6,2022-03-19 00:59:59,99620.5541,957,28913.8,48297.0328,TSLA
2022-03-19 01:00:00,1.815,1.84,1.759,1.799,407291.3,2022-03-20 00:59:59,731102.2957,4750,201107.2,361767.1437,TSLA
2022-03-20 01:00:00,1.798,1.825,1.727,1.765,185830.2,2022-03-21 00:59:59,329902.921,2996,100148.2,178141.7893,TSLA
2022-03-21 01:00:00,1.766,1.766,1.722,1.753,43205.3,2022-03-22 00:59:59,75245.9048,723,20524.7,35777.2147,TSLA
2022-03-22 01:00:00,1.827,2.045,1.824,1.89,798287.6,2022-03-23 00:59:59,1535087.8295,8759,402261,773871.2738,TSLA
2022-03-23 01:00:00,1.865,1.914,1.845,1.849,151221.7,2022-03-24 00:59:59,283312.0202,1801,62893.2,118251.8696,TSLA
2022-03-24 01:00:00,1.918,1.954,1.883,1.902,120741.6,2022-03-25 00:59:59,231683.5369,1727,63759.1,122607.2968,TSLA
2022-03-25 01:00:00,1.891,1.922,1.874,1.901,104976,2022-03-26 00:59:59,198952.7323,1257,52876.2,100496.2136,TSLA
2022-03-26 01:00:00,1.926,1.938,1.893,1.907,54594.5,2022-03-27 00:59:59,104050.7936,559,24146.2,46109.5884,TSLA
2022-03-27 01:00:00,1.973,2.033,1.972,2.004,99668.8,2022-03-28 01:59:59,199489.044,1478,61515.5,123086.9287,TSLA
2022-03-28 02:00:00,2.132,2.181,2.07,2.092,271495.3,2022-03-29 01:59:59,575042.8398,3350,93303.3,198089.6023,TSLA
2022-03-29 02:00:00,2.098,2.122,2.068,2.12,55480.7,2022-03-30 01:59:59,116191.1936,1036,31616,66287.7338,TSLA
2022-03-30 02:00:00,2.123,2.154,2.047,2.051,232566.3,2022-03-31 01:59:59,484505.4235,2529,78896.9,165163.7903,TSLA
2022-03-31 02:00:00,1.94,1.963,1.893,1.915,527182.4,2022-04-01 01:59:59,1018953.2927,5086,222948.3,431850.2375,TSLA
2022-04-01 02:00:00,1.838,1.867,1.806,1.852,166840,2022-04-02 01:59:59,305701.9618,2225,88956.1,163359.5801,TSLA
2022-04-02 02:00:00,1.808,1.893,1.79,1.839,649122.1,2022-04-03 01:59:59,1200134.5419,6468,275719.5,510926.9577,TSLA
2022-04-03 02:00:00,1.784,1.84,1.745,1.779,867872.3,2022-04-04 01:59:59,1563618.4711,12072,425090.1,766846.4543,TSLA
2022-04-04 02:00:00,1.78,1.807,1.727,1.765,303692.1,2022-04-05 01:59:59,536077.9434,3352,182585.8,322499.824,TSLA
2022-04-05 02:00:00,1.75,1.806,1.744,1.773,204507.6,2022-04-06 01:59:59,361368.6915,2058,119497.5,211558.2694,TSLA
2022-04-06 02:00:00,1.685,1.699,1.645,1.687,242245.2,2022-04-07 01:59:59,404144.3054,3048,113098.6,189125.0126,TSLA
2022-04-07 02:00:00,1.599,1.644,1.578,1.642,161541.7,2022-04-08 01:59:59,259100.1679,1970,79646.8,128112.0156,TSLA
2022-04-08 02:00:00,1.63,1.724,1.628,1.666,428077.6,2022-04-09 01:59:59,713882.3129,3850,234794.2,392872.1822,TSLA
2022-04-09 02:00:00,1.557,1.583,1.54,1.583,145115.9,2022-04-10 01:59:59,226864.3868,1751,90771,141977.2807,TSLA
2022-04-10 02:00:00,1.612,1.645,1.565,1.571,453410.3,2022-04-11 01:59:59,726721.6737,5769,229723.2,369211.4719,TSLA
2022-04-11 02:00:00,1.569,1.583,1.52,1.547,354906.3,2022-04-12 01:59:59,550187.432,3339,170412.5,264749.3791,TSLA
2022-04-12 02:00:00,1.485,1.513,1.458,1.505,263337.7,2022-04-13 01:59:59,390156.0938,2308,123663.3,183456.2169,TSLA
2022-04-13 02:00:00,1.483,1.508,1.466,1.495,179281.4,2022-04-14 01:59:59,266187.9752,1776,94890,140982.7292,TSLA
2022-04-14 02:00:00,1.513,1.538,1.481,1.499,297798.6,2022-04-15 01:59:59,448453.4583,1664,111099.3,167959.5638,TSLA
2022-04-15 02:00:00,1.453,1.489,1.451,1.485,117035.3,2022-04-16 01:59:59,172007.61,1304,61271.8,90009.4032,TSLA
2022-04-16 02:00:00,1.502,1.502,1.462,1.471,179345.2,2022-04-17 01:59:59,265200.6358,1584,74770.7,110713.4881,TSLA
2022-04-17 02:00:00,1.46,1.463,1.437,1.45,46580.3,2022-04-18 01:59:59,67530.7235,595,25203.5,36527.8539,TSLA
2022-04-18 02:00:00,1.427,1.465,1.391,1.403,222723,2022-04-19 01:59:59,317793.2267,3001,114884.9,164078.291,TSLA
2022-04-19 02:00:00,1.5,1.517,1.451,1.457,196790.5,2022-04-20 01:59:59,289936.4251,2249,60537.3,89274.5808,TSLA
2022-04-20 02:00:00,1.47,1.49,1.451,1.466,188130.9,2022-04-21 01:59:59,276044.5365,2070,98182.2,144331.2252,TSLA
2022-04-21 02:00:00,1.444,1.475,1.435,1.45,204938.2,2022-04-22 01:59:59,297689.1849,1602,101811.7,148045.103,TSLA
2022-04-22 02:00:00,1.4,1.407,1.386,1.401,154638.9,2022-04-23 01:59:59,215554.5403,1453,77816.4,108535.6154,TSLA
2022-04-23 02:00:00,1.428,1.434,1.369,1.376,391251.2,2022-04-24 01:59:59,545046.9994,2979,174125.2,242844.4704,TSLA
2022-04-24 02:00:00,1.376,1.412,1.372,1.38,436910.8,2022-04-25 01:59:59,607642.7068,4674,226275,314641.2642,TSLA
2022-04-25 02:00:00,1.382,1.436,1.328,1.357,397940,2022-04-26 01:59:59,547182.1081,3636,200086,275629.57,TSLA
2022-04-26 02:00:00,1.379,1.392,1.37,1.388,93187.9,2022-04-27 01:59:59,128732.0585,865,52676.8,72830.7586,TSLA
2022-04-27 02:00:00,1.324,1.332,1.295,1.312,170945.9,2022-04-28 01:59:59,223831.9564,1442,93166,122200.9697,TSLA
2022-04-28 02:00:00,1.358,1.404,1.351,1.382,151003.2,2022-04-29 01:59:59,207743.9271,1137,73230.7,100758.5232,TSLA
2022-04-29 02:00:00,1.324,1.333,1.278,1.294,349214.2,2022-04-30 01:59:59,452744.258,2278,161085.7,208955.7721,TSLA
2022-04-30 02:00:00,1.206,1.208,1.206,1.207,4193.5,2022-05-01 01:59:59,5060.6028,58,3309.9,3994.4527,TSLA
2022-05-01 02:00:00,1.099,1.115,1.09,1.098,108455.3,2022-05-02 01:59:59,119282.1235,529,70541.5,77677.6683,TSLA
2022-05-02 02:00:00,1.181,1.228,1.148,1.175,560317.9,2022-05-03 01:59:59,659842.966,3244,280159.2,330173.6939,TSLA
2022-05-03 02:00:00,1.119,1.125,1.097,1.12,141083.4,2022-05-04 01:59:59,156997.4911,937,85603.5,95396.928,TSLA
2022-05-04 02:00:00,1.128,1.267,1.127,1.15,840484.2,2022-05-05 01:59:59,997475.473,5713,391908.9,465521.0303,TSLA
2022-05-05 02:00:00,1.277,1.308,1.267,1.276,180852.7,2022-05-06 01:59:59,231655.4866,1171,103871.8,133057.5971,TSLA
2022-05-06 02:00:00,1.141,1.147,1.127,1.135,62009.5,2022-05-07 01:59:59,70344.0999,505,32680,37094.4588,TSLA
2022-05-07 02:00:00,1.167,1.172,1.136,1.145,107724.9,2022-05-08 01:59:59,124050.9814,795,54812.9,63088.6248,TSLA
2022-05-08 02:00:00,1.111,1.111,1.051,1.064,156207.3,2022-05-09 01:59:59,166566.221,1143,69846.3,74642.0369,TSLA
2022-05-09 02:00:00,1.081,1.095,1.054,1.065,95969.3,2022-05-10 01:59:59,103179.1847,961,44830,48257.4674,TSLA
2022-05-10 02:00:00,0.953,1.018,0.889,1.007,351132.7,2022-05-11 01:59:59,338195.4769,1942,196718.2,191260.5867,TSLA
2022-05-11 02:00:00,0.969,0.994,0.947,0.972,125919.5,2022-05-12 01:59:59,121989.3771,733,68000.7,65912.5934,TSLA
2022-05-12 02:00:00,0.758,0.9,0.655,0.688,465573.4,2022-05-13 01:59:59,358531.0312,1877,248359.1,193440.8268,TSLA
2022-05-13 02:00:00,0.624,0.811,0.612,0.802,698531.2,2022-05-14 01:59:59,505426.3454,2946,390841.5,283363.6624,TSLA
2022-05-14 02:00:00,0.773,0.896,0.735,0.843,1697278.4,2022-05-15 01:59:59,1362827.3147,6793,792169.9,635495.3747,TSLA
2022-05-15 02:00:00,0.844,0.892,0.817,0.872,1101405.6,2022-05-16 01:59:59,939380.2589,5110,540112.8,461108.2624,TSLA
2022-05-16 02:00:00,0.876,0.876,0.825,0.844,274907,2022-05-17 01:59:59,231438.8706,1269,133373,112119.8429,TSLA
2022-05-17 02:00:00,0.829,0.925,0.829,0.89,388574.4,2022-05-18 01:59:59,341246.8412,1763,218356.3,191999.1225,TSLA
2022-05-18 02:00:00,0.866,0.868,0.819,0.827,138059.9,2022-05-19 01:59:59,116774.2102,694,51214.8,42974.955,TSLA
2022-05-19 02:00:00,0.76,0.8,0.757,0.778,132420.2,2022-05-20 01:59:59,103000.7769,647,75410,58496.4651,TSLA
2022-05-20 02:00:00,0.792,0.816,0.779,0.781,210614.2,2022-05-21 01:59:59,167761.1984,742,87888.9,70065.4141,TSLA
2022-05-21 02:00:00,0.777,0.807,0.759,0.804,172212.7,2022-05-22 01:59:59,135352.2497,977,86642.1,68102.9566,TSLA
2022-05-22 02:00:00,0.774,0.799,0.761,0.791,450535.5,2022-05-23 01:59:59,352078.1946,2794,217047.9,169615.0975,TSLA
2022-05-23 02:00:00,0.789,0.806,0.788,0.796,112495.2,2022-05-24 01:59:59,89764.893,595,51067.5,40722.3108,TSLA
2022-05-24 02:00:00,0.784,0.81,0.781,0.794,104502.6,2022-05-25 01:59:59,82711.4162,516,42968.8,33938.6799,TSLA
2022-05-25 02:00:00,0.787,0.808,0.755,0.773,763316.3,2022-05-26 01:59:59,594442.9404,3022,356183.2,277713.1475,TSLA
2022-05-26 02:00:00,0.771,0.815,0.726,0.747,1322953.8,2022-05-27 01:59:59,1024104.9504,5789,675838.6,524251.8708,TSLA
2022-05-27 02:00:00,0.748,0.759,0.723,0.727,848922.8,2022-05-28 01:59:59,628631.9907,4677,418979.8,310272.7619,TSLA
2022-05-28 02:00:00,0.726,0.783,0.721,0.769,1558991.3,2022-05-29 01:59:59,1179755.9619,6573,842115.2,638796.6333,TSLA
2022-05-29 02:00:00,0.771,0.783,0.751,0.762,398703.7,2022-05-30 01:59:59,303902.1222,1687,199759.4,152361.8147,TSLA
2022-05-30 02:00:00,0.762,0.838,0.758,0.83,442819.1,2022-05-31 01:59:59,356844.6727,2900,222171.1,179264.3144,TSLA
2022-05-31 02:00:00,0.829,1.161,0.795,1.014,7159734.6,2022-06-01 01:59:59,7157775.8265,28575,3779912.1,3781593.5037,TSLA
2022-06-01 02:00:00,1.014,1.392,0.931,0.94,24444268.6,2022-06-02 01:59:59,27829534.9076,141569,12347442.1,14112282.8248,TSLA
